user.id_str,user.screen_name,user.name,user.created_at
1338250209361600517,N3onRobot,Tyler Datta pronouns = Hail/Hydra,2020-12-13 22:32:01+00:00
1339982409232773121,MIRRORSVOL7,maria ¹ᴰ is on mars 🪐/ SHY AWAY,2020-12-18 17:15:09+00:00
1340191621544030208,depp_deppjohnny,Johnny Depp,2020-12-19 07:06:10+00:00
1339365846204829698,Odette39358282,dette,2020-12-17 00:25:05+00:00
1335908494826991616,Thatsenough0,That's Enough (Anti-war Coalition),2020-12-07 11:27:58+00:00
1337171136677863426,Gladys77717193,Gladys,2020-12-10 23:04:14+00:00
1335415458133000192,Mariana77925516,Mariana Gonzalez,2020-12-06 02:47:33+00:00
1341980490333626370,IslandMeatball,IslandMeatball,2020-12-24 05:34:42+00:00
1337974042045898754,ATrufano,Alma Trufano,2020-12-13 04:14:22+00:00
1336285301115920385,salescrown,Salescrown,2020-12-08 12:23:54+00:00
1340949584001032193,WeebAndKpopFan2,b0nbonche,2020-12-21 09:18:09+00:00
1342992201777864708,AshlaValentine,FallenInMadness,2020-12-27 00:34:36+00:00
1343214351294066689,AudreyDabi,Thatgirlwithrants,2020-12-27 15:17:22+00:00
1334941333383999488,Mitra99725842,8Mitra8,2020-12-04 19:23:21+00:00
1334567149361377280,RishabK10817409,Rishab Kashyap,2020-12-03 18:36:42+00:00
1339639273520324612,Artisto26989280,Merch by Mama,2020-12-17 18:31:16+00:00
1342810924550336512,Tacobel12080654,Taco.bell,2020-12-26 12:34:40+00:00
1338320561211117568,malachi57167867,malachi,2020-12-14 03:11:07+00:00
1337756752498978817,wildrbel,von doom❓,2020-12-12 13:50:55+00:00
1341004152835514368,MollyRuki15,Molly Ruki,2020-12-21 12:55:06+00:00
1337978470765391872,IiPavez,Pavez Leo II,2020-12-13 04:32:36+00:00
1340150301899317248,Soledad15981419,Soledad,2020-12-19 04:22:48+00:00
1342170507031011329,Martina95892842,Martina,2020-12-24 18:09:33+00:00
1343056337819881473,matias2005pm,jorge,2020-12-27 04:49:27+00:00
1336346105676615681,AnitaWray7,Anita Wray,2020-12-08 16:25:46+00:00
1341392823510331399,lokipadmepedia,loki and padmé’s bitch | TFATWS ERA!,2020-12-22 14:39:21+00:00
1339605323359821826,JanaeLacie,Lacie Janae’,2020-12-17 16:16:38+00:00
1339523894848458753,LiamHeard5,Liam Heard,2020-12-17 10:52:50+00:00
1334607793416966145,RoxanaBlaga5,Roxana Blaga,2020-12-03 21:18:03+00:00
1338526557250478082,Marcoslr16,Marcoslr,2020-12-14 16:49:46+00:00
1340865221972246528,is_satellite,Satellite_Iszy,2020-12-21 03:42:52+00:00
1338284156862738434,Lindseydepp3,Lindsey depp,2020-12-14 00:46:33+00:00
1338752932985102343,AnnieDeppHead1,@depp.dream_,2020-12-15 07:49:16+00:00
1339016543192162305,MaruJose5,Maru Jose,2020-12-16 01:17:16+00:00
1340399055172603904,Rebel_Rocker513,Alicia,2020-12-19 20:51:26+00:00
1338674600830504973,1919Hank,Hank191999,2020-12-15 02:38:12+00:00
1337398994515812352,m6ruyama,Tristan kisser 😏,2020-12-11 14:09:37+00:00
1340941106750611456,Bonap1Bonapart,Constanza Bonapart,2020-12-21 08:44:13+00:00
1343575243177275393,ALIANZAPIRATA1,ALIANZAPIRATA,2020-12-28 15:11:28+00:00
1343615032098246657,yeahessi,☄𓅦,2020-12-28 17:49:58+00:00
1343781932207808513,DeputyShaun,Deputy Shaun,2020-12-29 04:52:42+00:00
1341104013677375491,johnnydepptime,johnnydepptime,2020-12-21 19:31:38+00:00
1341974694690320384,its_abbas_here,Asker,2020-12-24 05:11:38+00:00
1342744890212560898,Isabell97477286,Isabella,2020-12-26 08:12:13+00:00
1338906226403500032,Dalia81213973,Dalia مصر 🇪🇬,2020-12-15 17:58:30+00:00
1343719166755418112,NoWhiteWomen21,No White Women 2021,2020-12-29 00:43:21+00:00
1338117483153199106,Gurvind23963618,ਕਿਸਾਨ ਦੇ ਨਾਲ,2020-12-13 13:44:17+00:00
1338344014786027520,PamelaMcCaffer8,Pamela McCafferty,2020-12-14 04:44:21+00:00
1341087217113042945,armando19792431,armando reyes,2020-12-21 18:25:20+00:00
1341290138878550018,Potami6,Potami,2020-12-22 07:51:21+00:00
1334264695365259264,good0Gre3f,good0Gre3f🏴‍☠️,2020-12-02 22:34:57+00:00
1334434744738701314,LasteNomie,Nomie,2020-12-03 09:50:22+00:00
1333913732443848705,JoseAra87947324,Jose Aragon,2020-12-01 23:20:09+00:00
1334000330292355077,fromcoolguy,john,2020-12-02 05:04:37+00:00
1334535880422412291,CatseyThe,caseydilla,2020-12-03 16:32:17+00:00
1333676376793128961,MyrahJ6,Myrah J,2020-12-01 07:36:58+00:00
1334495663338508294,uclyde_,sunburnt🦋,2020-12-03 13:52:30+00:00
1334029212383141889,Wed30188994,wed,2020-12-02 06:59:04+00:00
1334289278357168129,bdna_de,Corresponsal anónimo de BDNA,2020-12-03 00:12:34+00:00
1333840447387656193,NawarSa27836127,Nawar Sabah,2020-12-01 18:29:06+00:00
1338224815249952768,DiegoMangoTango,Diego Williams🏹,2020-12-13 20:50:43+00:00
1333932260207149057,Wholelotta888,Wholelottacreativity,2020-12-02 00:33:40+00:00
1344477353561321474,PLem0na1d,Cottage-Corista,2020-12-31 02:56:07+00:00
1337571206845919232,Alma_rey9,Alma Rey,2020-12-12 01:33:32+00:00
1338181292001808392,kevlise07,Elisè,2020-12-13 17:57:53+00:00
1341075867443879955,blankblueberry,Blueberry,2020-12-21 17:40:16+00:00
1334930934525779969,HanneSommer2,Hanne Sommer Andersen,2020-12-04 18:42:07+00:00
1340520461642256386,akshaya_blue,Akshaya Blue,2020-12-20 04:52:54+00:00
1341897781292670976,WaznaSarafath,Wazna Sarafath,2020-12-24 00:06:00+00:00
1342167527108071424,MissCha46934238,Miss Chanandler Bong,2020-12-24 17:57:38+00:00
1338993342953172992,Hey_gemini247,Maurice,2020-12-15 23:44:41+00:00
1340843961791950857,deppheadsurtada,ＤｅｐｐＨｅａｄｓ - Ｂｒａｓｉｌ,2020-12-21 02:18:26+00:00
1337088130000842752,PettyRuxpin83,Shitbird Bumtrinket,2020-12-10 17:33:54+00:00
1333933437321932801,JuanCar07684635,Juan Carlos,2020-12-02 00:38:31+00:00
1337761904463327233,LadyBibliophage,N,2020-12-12 14:11:27+00:00
1343346424239427584,Mothersofsons1,Mothers of sons,2020-12-28 00:02:18+00:00
1334136210453741569,rosesforsacha,Yong🌹,2020-12-02 14:04:03+00:00
1340080034032349189,CMctomney,Catherine Lynaghan-McTomney,2020-12-18 23:42:48+00:00
1344317836580315137,1Lyndsayrose,123_lyndsayrose,2020-12-30 16:22:17+00:00
1344403314583216128,belsants1,bel,2020-12-30 22:01:52+00:00
1341698349452423168,BruVergs,Bruno Marques,2020-12-23 10:53:27+00:00
1333780442508451848,o8Eight8o,8,2020-12-01 14:30:25+00:00
1343969472311422983,crybabyplss,★botDoJohnn★🇧🇷🏴‍☠️ #JusticeForJohnnyDepp,2020-12-29 17:17:59+00:00
1337281520541835267,obliviatw,maite ☆,2020-12-11 06:22:43+00:00
1344431120558010371,Deel38341610,Dj (:,2020-12-30 23:52:29+00:00
1342923279439433729,nilegreyslovex,nico.,2020-12-26 20:00:44+00:00
1340780267527671810,scamber_turd,scamber turd,2020-12-20 22:05:11+00:00
1344319258923294720,MaryFisher21,Mary,2020-12-30 16:27:59+00:00
1339271285914800129,SecretA32628163,Secret Agent,2020-12-16 18:09:09+00:00
1339536478448349185,LovingJohnnyD,Johnny Depp🏴‍☠️🖤,2020-12-17 11:42:48+00:00
1338845742493020162,HectorBarbossaW,Hector Barbossa,2020-12-15 13:58:15+00:00
1338967066469167105,JDsupportSurvey,JD's Supporters Survey 🏴‍☠️,2020-12-15 22:00:21+00:00
1343790732805632002,dawn_didi_dawn,Dawn,2020-12-29 05:27:42+00:00
1343327109746462720,depphead2020,Justice for JD,2020-12-27 22:51:09+00:00
1344555561413529601,dodgechick2500,Dodgechick2500,2020-12-31 08:06:48+00:00
1340319448113274882,DeppMovieNight,Depp Movie Night,2020-12-19 15:34:32+00:00
1337093269034037248,playboi1365,Playboi1365,2020-12-10 17:55:19+00:00
1338530133108531206,cozzazycie,𝓛𝓮𝓷𝓪,2020-12-14 17:04:02+00:00
1343204129892671488,Cityg1rlll,Citygirl,2020-12-27 14:36:54+00:00
1338771805654441985,StaceySkirving2,Stacey Skirving 🏴‍☠️🏴󠁧󠁢󠁳󠁣󠁴󠁿,2020-12-15 09:04:23+00:00
1343697665255727108,JusticeForSurv4,@JusticeForSurvivors2021Project,2020-12-28 23:18:05+00:00
1336905594175856645,JDADL1,Johnny Depp Alien Defense League,2020-12-10 05:28:32+00:00
1333640294416277505,ThisIsMe198535,Jessica,2020-12-01 05:13:29+00:00
1337824457688313858,katr67991687,katt,2020-12-12 18:20:03+00:00
1335160724012883968,yalnissizlar,🔴Yalnışsızlar Topluluğu ⚫,2020-12-05 09:55:07+00:00
1333837206247649282,Lucifertweet1,Lucifertweet,2020-12-01 18:16:04+00:00
1338292314972753922,TheLogicalGame2,Grimm D.,2020-12-14 01:18:55+00:00
1337804899686428674,Mayrel52548295,❤️❤️may❤️❤️ Johnny Depp love,2020-12-12 17:02:07+00:00
1337594777412493313,tpwk_tommosway,FookingAvocados,2020-12-12 03:07:13+00:00
1335880000961130498,JunContrerasme2,JunContrerasmendez,2020-12-07 09:33:25+00:00
1337199828292444166,Doctor_Outlaw,Doctor_Outlaw,2020-12-11 00:57:48+00:00
1337044038839640067,jdeppjustice,mortdecai,2020-12-10 14:39:04+00:00
1335432542200205312,DeppUnited,United for Johnny Depp,2020-12-06 03:55:30+00:00
1337396019735252993,CherylB11617885,Cheryl B,2020-12-11 13:57:24+00:00
1333586250809413637,wisebrujaangel,☃️Mistletoe Marisol Jaimes-Velez🎄,2020-12-01 01:39:00+00:00
1335404371387944960,TheTrut90147740,The Truth,2020-12-06 02:03:15+00:00
1335435838298198016,aaliyahmonds,Aaliyah,2020-12-06 04:08:20+00:00
1335018510196629504,Green82684890,Green,2020-12-05 00:30:07+00:00
1333857637918793730,AyaFMuhammad1,just for JohnnyDepp❤️,2020-12-01 19:38:02+00:00
1334117350900162562,notesdepp,𝒏𝒐𝒕𝒆𝒔 𝒇𝒐𝒓 𝑫𝒆𝒑𝒑 ̖́-,2020-12-02 12:49:38+00:00
1335422321721487360,johnnydeppchic,johnnydeppchick,2020-12-06 03:14:40+00:00
1335587203909640198,DeppUruguay,Johnny Depp Uruguay 🇺🇾,2020-12-06 14:10:10+00:00
1334604013707390982,onlyjohnnydepp,marya,2020-12-03 21:03:04+00:00
1335208274405117952,johnnydepp_king,JOHNNY DEPP,2020-12-05 13:04:12+00:00
